,0,1,2
189,Jan 29 13:15:37 myth sshd[12164]: Invalid user bremar from ,220.195.35.40,
190,Jan 29 13:15:41 myth sshd[12166]: Invalid user calin from ,220.195.35.40,
191,Jan 29 13:15:42 myth kernel: SFW2-INext-ACC-TCP IN=ppp0 OUT= MAC= SRC=,220.195.35.40, DST=216.58.112.55 LEN=60 TOS=0x00 PREC=0x00 TTL=40 ID=8278 DF PROTO=TCP SPT=37556 DPT=22 WINDOW=5840 RES=0x00 SYN URGP=0 OPT (020405780402080A0266B0A80000000001030300) 
192,Jan 29 13:15:45 myth sshd[12168]: Invalid user cdvonline from ,220.195.35.40,
193,Jan 29 13:15:49 myth sshd[12173]: Invalid user cerasela from ,220.195.35.40,
194,Jan 29 13:15:53 myth sshd[12175]: Invalid user chimi from ,220.195.35.40,
195,Jan 29 13:15:57 myth sshd[12177]: Invalid user cimpeanu from ,220.195.35.40,
196,Jan 29 13:16:00 myth sshd[12179]: Invalid user ciprian from ,220.195.35.40,
197,Jan 29 13:16:01 myth kernel: SFW2-INext-ACC-TCP IN=ppp0 OUT= MAC= SRC=,220.195.35.40, DST=216.58.112.55 LEN=60 TOS=0x00 PREC=0x00 TTL=40 ID=1933 DF PROTO=TCP SPT=47282 DPT=22 WINDOW=5840 RES=0x00 SYN URGP=0 OPT (020405780402080A0266B8380000000001030300) 
198,Jan 29 13:16:04 myth sshd[12181]: Invalid user claudia from ,220.195.35.40,
199,Jan 29 13:16:08 myth sshd[12183]: Invalid user claudiu from ,220.195.35.40,
200,Jan 29 13:16:12 myth sshd[12185]: Invalid user corbus from ,220.195.35.40,
201,Jan 29 13:16:16 myth sshd[12187]: Invalid user cris from ,220.195.35.40,
202,Jan 29 13:16:20 myth sshd[12189]: Invalid user dan from ,220.195.35.40,
203,Jan 29 13:16:21 myth kernel: SFW2-INext-ACC-TCP IN=ppp0 OUT= MAC= SRC=,220.195.35.40, DST=216.58.112.55 LEN=60 TOS=0x00 PREC=0x00 TTL=40 ID=26219 DF PROTO=TCP SPT=59386 DPT=22 WINDOW=5840 RES=0x00 SYN URGP=0 OPT (020405780402080A0266BFE40000000001030300) 
204,Jan 29 13:16:24 myth sshd[12191]: Invalid user dana from ,220.195.35.40,
205,Jan 29 13:16:28 myth sshd[12193]: Invalid user daniel from ,220.195.35.40,
206,Jan 29 13:16:32 myth sshd[12195]: Invalid user daniela from ,220.195.35.40,
207,Jan 29 13:16:36 myth sshd[12197]: Invalid user danutza from ,220.195.35.40,
208,Jan 29 13:16:40 myth sshd[12199]: Invalid user eugen from ,220.195.35.40,
209,Jan 29 13:16:41 myth kernel: SFW2-INext-ACC-TCP IN=ppp0 OUT= MAC= SRC=,220.195.35.40, DST=216.58.112.55 LEN=60 TOS=0x00 PREC=0x00 TTL=40 ID=41538 DF PROTO=TCP SPT=46275 DPT=22 WINDOW=5840 RES=0x00 SYN URGP=0 OPT (020405780402080A0266C79E0000000001030300) 
210,Jan 29 13:16:43 myth sshd[12201]: Invalid user gratiela from ,220.195.35.40,
211,Jan 29 13:16:47 myth sshd[12203]: Invalid user horia from ,220.195.35.40,
212,Jan 29 13:16:51 myth sshd[12205]: Invalid user iuli from ,220.195.35.40,
213,Jan 29 13:16:55 myth sshd[12207]: Invalid user iulian from ,220.195.35.40,
214,Jan 29 13:16:59 myth sshd[12209]: Invalid user iuly from ,220.195.35.40,
215,Jan 29 13:17:00 myth kernel: SFW2-INext-ACC-TCP IN=ppp0 OUT= MAC= SRC=,220.195.35.40, DST=216.58.112.55 LEN=60 TOS=0x00 PREC=0x00 TTL=40 ID=51737 DF PROTO=TCP SPT=59282 DPT=22 WINDOW=5840 RES=0x00 SYN URGP=0 OPT (020405780402080A0266CF340000000001030300) 
216,Jan 29 13:17:03 myth sshd[12211]: Invalid user klaus from ,220.195.35.40,
217,Jan 29 13:17:07 myth sshd[12213]: Invalid user laura from ,220.195.35.40,
218,Jan 29 13:17:11 myth sshd[12215]: Invalid user leu from ,220.195.35.40,
219,Jan 29 13:17:15 myth sshd[12217]: Invalid user liana from ,220.195.35.40,
220,Jan 29 13:17:20 myth sshd[12219]: Invalid user lili from ,220.195.35.40,
221,Jan 29 13:17:23 myth kernel: SFW2-INext-ACC-TCP IN=ppp0 OUT= MAC= SRC=,220.195.35.40, DST=216.58.112.55 LEN=60 TOS=0x00 PREC=0x00 TTL=40 ID=53293 DF PROTO=TCP SPT=48308 DPT=22 WINDOW=5840 RES=0x00 SYN URGP=0 OPT (020405780402080A0266D8310000000001030300) 
222,Jan 29 13:17:26 myth sshd[12221]: Invalid user lorant from ,220.195.35.40,
223,Jan 29 13:17:31 myth sshd[12225]: Invalid user loredana from ,220.195.35.40,
224,Jan 29 13:17:35 myth sshd[12227]: Invalid user lady from ,220.195.35.40,
225,Jan 29 13:17:38 myth sshd[12229]: Invalid user lucky from ,220.195.35.40,
226,Jan 29 13:17:42 myth sshd[12231]: Invalid user mari from ,220.195.35.40,
227,Jan 29 13:17:43 myth kernel: SFW2-INext-ACC-TCP IN=ppp0 OUT= MAC= SRC=,220.195.35.40, DST=216.58.112.55 LEN=60 TOS=0x00 PREC=0x00 TTL=40 ID=30683 DF PROTO=TCP SPT=32774 DPT=22 WINDOW=5840 RES=0x00 SYN URGP=0 OPT (020405780402080A0266E0090000000001030300) 
228,Jan 29 13:17:47 myth sshd[12233]: Invalid user marius from ,220.195.35.40,
229,Jan 29 13:17:51 myth sshd[12235]: Invalid user mia from ,220.195.35.40,
230,Jan 29 13:17:55 myth sshd[12237]: Invalid user mihai from ,220.195.35.40,
231,Jan 29 13:17:59 myth sshd[12239]: Invalid user monika from ,220.195.35.40,
232,Jan 29 13:18:00 myth kernel: SFW2-INext-ACC-TCP IN=ppp0 OUT= MAC= SRC=,220.195.35.40, DST=216.58.112.55 LEN=60 TOS=0x00 PREC=0x00 TTL=40 ID=17337 DF PROTO=TCP SPT=44242 DPT=22 WINDOW=5840 RES=0x00 SYN URGP=0 OPT (020405780402080A0266E6A10000000001030300) 
233,Jan 29 13:18:03 myth sshd[12241]: Invalid user monique from ,220.195.35.40,
234,Jan 29 13:18:07 myth sshd[12243]: Invalid user nelu from ,220.195.35.40,
235,Jan 29 13:18:11 myth sshd[12245]: Invalid user nico from ,220.195.35.40,
236,Jan 29 13:18:15 myth sshd[12247]: Invalid user nicu from ,220.195.35.40,
237,Jan 29 13:18:19 myth sshd[12249]: Invalid user norby from ,220.195.35.40,
238,Jan 29 13:18:21 myth kernel: SFW2-INext-ACC-TCP IN=ppp0 OUT= MAC= SRC=,220.195.35.40, DST=216.58.112.55 LEN=60 TOS=0x00 PREC=0x00 TTL=40 ID=65256 DF PROTO=TCP SPT=58230 DPT=22 WINDOW=5840 RES=0x00 SYN URGP=0 OPT (020405780402080A0266EE960000000001030300) 
239,Jan 29 13:18:23 myth sshd[12251]: Invalid user ovidiu from ,220.195.35.40,
240,Jan 29 13:18:27 myth sshd[12253]: Invalid user miha from ,220.195.35.40,
241,Jan 29 13:18:31 myth sshd[12255]: Invalid user promo from ,220.195.35.40,
242,Jan 29 13:18:35 myth sshd[12257]: Invalid user radu from ,220.195.35.40,
243,Jan 29 13:18:39 myth sshd[12259]: Invalid user raducu from ,220.195.35.40,
244,Jan 29 13:18:40 myth kernel: SFW2-INext-ACC-TCP IN=ppp0 OUT= MAC= SRC=,220.195.35.40, DST=216.58.112.55 LEN=60 TOS=0x00 PREC=0x00 TTL=40 ID=27511 DF PROTO=TCP SPT=42458 DPT=22 WINDOW=5840 RES=0x00 SYN URGP=0 OPT (020405780402080A0266F62C0000000001030300) 
245,Jan 29 13:18:43 myth sshd[12261]: Invalid user raul from ,220.195.35.40,
246,Jan 29 13:18:52 myth sshd[12263]: Invalid user robert from ,220.195.35.40,
247,Jan 29 13:18:56 myth sshd[12265]: Invalid user roxi from ,220.195.35.40,
248,Jan 29 13:19:00 myth sshd[12267]: Invalid user sasha from ,220.195.35.40,
249,Jan 29 13:19:01 myth kernel: SFW2-INext-ACC-TCP IN=ppp0 OUT= MAC= SRC=,220.195.35.40, DST=216.58.112.55 LEN=60 TOS=0x00 PREC=0x00 TTL=40 ID=16134 DF PROTO=TCP SPT=51205 DPT=22 WINDOW=5840 RES=0x00 SYN URGP=0 OPT (020405780402080A0266FE6E0000000001030300) 
250,Jan 29 13:19:05 myth sshd[12269]: Invalid user seba from ,220.195.35.40,
251,Jan 29 13:19:09 myth sshd[12271]: Invalid user shadow from ,220.195.35.40,
252,Jan 29 13:19:13 myth sshd[12273]: Invalid user stefan from ,220.195.35.40,
253,Jan 29 13:19:17 myth sshd[12275]: Invalid user toor from ,220.195.35.40,
254,Jan 29 13:19:21 myth sshd[12277]: Invalid user trigger from ,220.195.35.40,
255,Jan 29 13:19:22 myth kernel: SFW2-INext-ACC-TCP IN=ppp0 OUT= MAC= SRC=,220.195.35.40, DST=216.58.112.55 LEN=60 TOS=0x00 PREC=0x00 TTL=40 ID=9644 DF PROTO=TCP SPT=37686 DPT=22 WINDOW=5840 RES=0x00 SYN URGP=0 OPT (020405780402080A0267068F0000000001030300) 
256,Jan 29 13:19:25 myth sshd[12279]: Invalid user vasi from ,220.195.35.40,
257,Jan 29 13:19:29 myth sshd[12281]: Invalid user victor from ,220.195.35.40,
258,Jan 29 13:19:33 myth sshd[12283]: Invalid user webadmin from ,220.195.35.40,
259,Jan 29 13:19:36 myth sshd[12285]: Invalid user axente from ,220.195.35.40,
260,Jan 29 13:19:40 myth sshd[12287]: Invalid user dascalu from ,220.195.35.40,
261,Jan 29 13:19:41 myth kernel: SFW2-INext-ACC-TCP IN=ppp0 OUT= MAC= SRC=,220.195.35.40, DST=216.58.112.55 LEN=60 TOS=0x00 PREC=0x00 TTL=40 ID=7831 DF PROTO=TCP SPT=51409 DPT=22 WINDOW=5840 RES=0x00 SYN URGP=0 OPT (020405780402080A02670E190000000001030300) 
262,Jan 29 13:19:44 myth sshd[12289]: Invalid user personal from ,220.195.35.40,
263,Jan 29 13:19:48 myth sshd[12291]: Invalid user dispecer from ,220.195.35.40,
264,Jan 29 13:19:52 myth sshd[12296]: Invalid user dorin from ,220.195.35.40,
265,Jan 29 13:19:56 myth sshd[12298]: Invalid user mada from ,220.195.35.40,
266,Jan 29 13:19:59 myth sshd[12300]: Invalid user medina from ,220.195.35.40,
267,Jan 29 13:20:01 myth kernel: SFW2-INext-ACC-TCP IN=ppp0 OUT= MAC= SRC=,220.195.35.40, DST=216.58.112.55 LEN=60 TOS=0x00 PREC=0x00 TTL=40 ID=46801 DF PROTO=TCP SPT=37833 DPT=22 WINDOW=5840 RES=0x00 SYN URGP=0 OPT (020405780402080A026715A50000000001030300) 
268,Jan 29 13:20:03 myth sshd[12302]: Invalid user nicoara from ,220.195.35.40,
269,Jan 29 13:20:07 myth sshd[12304]: Invalid user slayer from ,220.195.35.40,
270,Jan 29 13:20:11 myth sshd[12306]: Invalid user telegest from ,220.195.35.40,
271,Jan 29 13:20:15 myth sshd[12308]: Invalid user wolf from ,220.195.35.40,
272,Jan 29 13:20:20 myth sshd[12310]: Invalid user lady from ,220.195.35.40,
273,Jan 29 13:20:21 myth kernel: SFW2-INext-ACC-TCP IN=ppp0 OUT= MAC= SRC=,220.195.35.40, DST=216.58.112.55 LEN=60 TOS=0x00 PREC=0x00 TTL=40 ID=65104 DF PROTO=TCP SPT=53833 DPT=22 WINDOW=5840 RES=0x00 SYN URGP=0 OPT (020405780402080A02671D9D0000000001030300) 
274,Jan 29 13:20:24 myth sshd[12312]: Invalid user atb from ,220.195.35.40,
275,Jan 29 13:20:28 myth sshd[12314]: Invalid user claudius from ,220.195.35.40,
276,Jan 29 13:20:32 myth sshd[12316]: Invalid user officeinn from ,220.195.35.40,
277,Jan 29 13:20:36 myth sshd[12318]: Invalid user sly from ,220.195.35.40,
278,Jan 29 13:20:41 myth sshd[12320]: Invalid user xman from ,220.195.35.40,
279,Jan 29 13:20:42 myth kernel: SFW2-INext-ACC-TCP IN=ppp0 OUT= MAC= SRC=,220.195.35.40, DST=216.58.112.55 LEN=60 TOS=0x00 PREC=0x00 TTL=40 ID=37220 DF PROTO=TCP SPT=42225 DPT=22 WINDOW=5840 RES=0x00 SYN URGP=0 OPT (020405780402080A026725BF0000000001030300) 
280,Jan 29 13:20:45 myth sshd[12322]: Invalid user tehnolog from ,220.195.35.40,
281,Jan 29 13:20:49 myth sshd[12324]: Invalid user ambulator from ,220.195.35.40,
282,Jan 29 13:20:52 myth sshd[12326]: Invalid user calcul from ,220.195.35.40,
283,Jan 29 13:20:56 myth sshd[12328]: Invalid user contat from ,220.195.35.40,
284,Jan 29 13:21:00 myth sshd[12330]: Invalid user diabet from ,220.195.35.40,
285,Jan 29 13:21:01 myth kernel: SFW2-INext-ACC-TCP IN=ppp0 OUT= MAC= SRC=,220.195.35.40, DST=216.58.112.55 LEN=60 TOS=0x00 PREC=0x00 TTL=40 ID=26630 DF PROTO=TCP SPT=57641 DPT=22 WINDOW=5840 RES=0x00 SYN URGP=0 OPT (020405780402080A02672D5B0000000001030300) 
286,Jan 29 13:21:04 myth sshd[12332]: Invalid user drweb from ,220.195.35.40,
287,Jan 29 13:21:08 myth sshd[12334]: Invalid user echopedi from ,220.195.35.40,
288,Jan 29 13:21:12 myth sshd[12336]: Invalid user eva from ,220.195.35.40,
289,Jan 29 13:21:16 myth sshd[12338]: Invalid user farmacia from ,220.195.35.40,
290,Jan 29 13:21:20 myth sshd[12340]: Invalid user garda from ,220.195.35.40,
291,Jan 29 13:21:21 myth kernel: SFW2-INext-ACC-TCP IN=ppp0 OUT= MAC= SRC=,220.195.35.40, DST=216.58.112.55 LEN=60 TOS=0x00 PREC=0x00 TTL=40 ID=7800 DF PROTO=TCP SPT=42546 DPT=22 WINDOW=5840 RES=0x00 SYN URGP=0 OPT (020405780402080A026734FA0000000001030300) 
292,Jan 29 13:21:23 myth sshd[12342]: Invalid user healer from ,220.195.35.40,
293,Jan 29 13:21:27 myth sshd[12344]: Invalid user isabel from ,220.195.35.40,
294,Jan 29 13:21:31 myth sshd[12346]: Invalid user juridic from ,220.195.35.40,
295,Jan 29 13:21:35 myth sshd[12348]: Invalid user nucleara from ,220.195.35.40,
296,Jan 29 13:21:39 myth sshd[12350]: Invalid user razvan from ,220.195.35.40,
297,Jan 29 13:21:41 myth kernel: SFW2-INext-ACC-TCP IN=ppp0 OUT= MAC= SRC=,220.195.35.40, DST=216.58.112.55 LEN=60 TOS=0x00 PREC=0x00 TTL=40 ID=1465 DF PROTO=TCP SPT=56869 DPT=22 WINDOW=5840 RES=0x00 SYN URGP=0 OPT (020405780402080A02673CB30000000001030300) 
298,Jan 29 13:21:43 myth sshd[12352]: Invalid user revista from ,220.195.35.40,
299,Jan 29 13:21:47 myth sshd[12354]: Invalid user statistica from ,220.195.35.40,
300,Jan 29 13:21:51 myth sshd[12356]: Invalid user bootcamp from ,220.195.35.40,
301,Jan 29 13:21:55 myth sshd[12358]: Invalid user alan from ,220.195.35.40,
302,Jan 29 13:21:59 myth sshd[12360]: Invalid user cisco from ,220.195.35.40,
303,Jan 29 13:22:01 myth kernel: SFW2-INext-ACC-TCP IN=ppp0 OUT= MAC= SRC=,220.195.35.40, DST=216.58.112.55 LEN=60 TOS=0x00 PREC=0x00 TTL=40 ID=50668 DF PROTO=TCP SPT=41883 DPT=22 WINDOW=5840 RES=0x00 SYN URGP=0 OPT (020405780402080A026744830000000001030300) 
304,Jan 29 13:22:03 myth sshd[12362]: Invalid user dave from ,220.195.35.40,
305,Jan 29 13:22:07 myth sshd[12364]: Invalid user gis from ,220.195.35.40,
306,Jan 29 13:22:11 myth sshd[12366]: Invalid user jeff from ,220.195.35.40,
307,Jan 29 13:22:15 myth sshd[12368]: Invalid user john from ,220.195.35.40,
308,Jan 29 13:22:19 myth sshd[12370]: Invalid user kevin from ,220.195.35.40,
309,Jan 29 13:22:21 myth kernel: SFW2-INext-ACC-TCP IN=ppp0 OUT= MAC= SRC=,220.195.35.40, DST=216.58.112.55 LEN=60 TOS=0x00 PREC=0x00 TTL=40 ID=44921 DF PROTO=TCP SPT=52476 DPT=22 WINDOW=5840 RES=0x00 SYN URGP=0 OPT (020405780402080A02674C500000000001030300) 
310,Jan 29 13:22:24 myth sshd[12372]: Invalid user larry from ,220.195.35.40,
311,Jan 29 13:22:28 myth sshd[12374]: Invalid user smiley from ,220.195.35.40,
312,Jan 29 13:22:32 myth sshd[12376]: Invalid user software from ,220.195.35.40,
313,Jan 29 13:22:36 myth sshd[12378]: Invalid user steve from ,220.195.35.40,
314,Jan 29 13:22:40 myth sshd[12380]: Invalid user virgil from ,220.195.35.40,
315,Jan 29 13:22:41 myth kernel: SFW2-INext-ACC-TCP IN=ppp0 OUT= MAC= SRC=,220.195.35.40, DST=216.58.112.55 LEN=60 TOS=0x00 PREC=0x00 TTL=40 ID=50816 DF PROTO=TCP SPT=33965 DPT=22 WINDOW=5840 RES=0x00 SYN URGP=0 OPT (020405780402080A0267545E0000000001030300) 
316,Jan 29 13:22:44 myth sshd[12382]: Invalid user walt from ,220.195.35.40,
317,Jan 29 13:22:48 myth sshd[12384]: Invalid user ajiro from ,220.195.35.40,
318,Jan 29 13:22:56 myth sshd[12386]: Invalid user arasawa from ,220.195.35.40,
319,Jan 29 13:23:00 myth sshd[12388]: Invalid user asai from ,220.195.35.40,
320,Jan 29 13:23:02 myth kernel: SFW2-INext-ACC-TCP IN=ppp0 OUT= MAC= SRC=,220.195.35.40, DST=216.58.112.55 LEN=60 TOS=0x00 PREC=0x00 TTL=40 ID=26668 DF PROTO=TCP SPT=46051 DPT=22 WINDOW=5840 RES=0x00 SYN URGP=0 OPT (020405780402080A02675C530000000001030300) 
321,Jan 29 13:23:04 myth sshd[12390]: Invalid user ayase from ,220.195.35.40,
322,Jan 29 13:23:08 myth sshd[12392]: Invalid user coupon from ,220.195.35.40,
323,Jan 29 13:23:12 myth sshd[12394]: Invalid user daikanyama from ,220.195.35.40,
324,Jan 29 13:23:16 myth sshd[12396]: Invalid user ebata from ,220.195.35.40,
325,Jan 29 13:23:20 myth sshd[12398]: Invalid user hayatsu from ,220.195.35.40,
326,Jan 29 13:23:22 myth kernel: SFW2-INext-ACC-TCP IN=ppp0 OUT= MAC= SRC=,220.195.35.40, DST=216.58.112.55 LEN=60 TOS=0x00 PREC=0x00 TTL=40 ID=26173 DF PROTO=TCP SPT=56875 DPT=22 WINDOW=5840 RES=0x00 SYN URGP=0 OPT (020405780402080A026764290000000001030300) 
327,Jan 29 13:23:25 myth sshd[12400]: Invalid user inada from ,220.195.35.40,
328,Jan 29 13:23:30 myth sshd[12402]: Invalid user isamu from ,220.195.35.40,
329,Jan 29 13:23:34 myth sshd[12404]: Invalid user kido from ,220.195.35.40,
330,Jan 29 13:23:38 myth sshd[12406]: Invalid user kimura from ,220.195.35.40,
331,Jan 29 13:23:42 myth sshd[12408]: Invalid user kitamura from ,220.195.35.40,
332,Jan 29 13:23:43 myth kernel: SFW2-INext-ACC-TCP IN=ppp0 OUT= MAC= SRC=,220.195.35.40, DST=216.58.112.55 LEN=60 TOS=0x00 PREC=0x00 TTL=40 ID=63537 DF PROTO=TCP SPT=42191 DPT=22 WINDOW=5840 RES=0x00 SYN URGP=0 OPT (020405780402080A02676C7F0000000001030300) 
333,Jan 29 13:23:46 myth sshd[12410]: Invalid user kuroiwa from ,220.195.35.40,
334,Jan 29 13:23:50 myth sshd[12412]: Invalid user maeno from ,220.195.35.40,
335,Jan 29 13:23:54 myth sshd[12414]: Invalid user nishi from ,220.195.35.40,
336,Jan 29 13:23:58 myth sshd[12416]: Invalid user nishiyama from ,220.195.35.40,
337,Jan 29 13:24:02 myth sshd[12418]: Invalid user oshima from ,220.195.35.40,
338,Jan 29 13:24:03 myth kernel: SFW2-INext-ACC-TCP IN=ppp0 OUT= MAC= SRC=,220.195.35.40, DST=216.58.112.55 LEN=60 TOS=0x00 PREC=0x00 TTL=40 ID=11795 DF PROTO=TCP SPT=52820 DPT=22 WINDOW=5840 RES=0x00 SYN URGP=0 OPT (020405780402080A026774540000000001030300) 
339,Jan 29 13:24:06 myth sshd[12420]: Invalid user present from ,220.195.35.40,
340,Jan 29 13:24:10 myth sshd[12422]: Invalid user press from ,220.195.35.40,
341,Jan 29 13:24:15 myth sshd[12424]: Invalid user rapi from ,220.195.35.40,
342,Jan 29 13:24:19 myth sshd[12426]: Invalid user recruit from ,220.195.35.40,
343,Jan 29 13:24:20 myth kernel: SFW2-INext-ACC-TCP IN=ppp0 OUT= MAC= SRC=,220.195.35.40, DST=216.58.112.55 LEN=60 TOS=0x00 PREC=0x00 TTL=40 ID=64034 DF PROTO=TCP SPT=33379 DPT=22 WINDOW=5840 RES=0x00 SYN URGP=0 OPT (020405780402080A02677B0C0000000001030300) 
344,Jan 29 13:24:23 myth sshd[12428]: Invalid user sakai from ,220.195.35.40,
345,Jan 29 13:24:27 myth sshd[12430]: Invalid user sasaki from ,220.195.35.40,
346,Jan 29 13:24:31 myth sshd[12432]: Invalid user shimada from ,220.195.35.40,
347,Jan 29 13:24:35 myth sshd[12434]: Invalid user shopsupport from ,220.195.35.40,
348,Jan 29 13:24:39 myth sshd[12436]: Invalid user suga from ,220.195.35.40,
349,Jan 29 13:24:40 myth kernel: SFW2-INext-ACC-TCP IN=ppp0 OUT= MAC= SRC=,220.195.35.40, DST=216.58.112.55 LEN=60 TOS=0x00 PREC=0x00 TTL=40 ID=61165 DF PROTO=TCP SPT=44390 DPT=22 WINDOW=5840 RES=0x00 SYN URGP=0 OPT (020405780402080A026782EE0000000001030300) 
350,Jan 29 13:24:43 myth sshd[12438]: Invalid user suge from ,220.195.35.40,
351,Jan 29 13:24:47 myth sshd[12440]: Invalid user takahashi from ,220.195.35.40,
352,Jan 29 13:24:51 myth sshd[12442]: Invalid user usui from ,220.195.35.40,
353,Jan 29 13:24:55 myth sshd[12444]: Invalid user yamaguchi from ,220.195.35.40,
354,Jan 29 13:25:00 myth sshd[12446]: Invalid user yasuda from ,220.195.35.40,
355,Jan 29 13:25:01 myth kernel: SFW2-INext-ACC-TCP IN=ppp0 OUT= MAC= SRC=,220.195.35.40, DST=216.58.112.55 LEN=60 TOS=0x00 PREC=0x00 TTL=40 ID=23887 DF PROTO=TCP SPT=54329 DPT=22 WINDOW=5840 RES=0x00 SYN URGP=0 OPT (020405780402080A02678AE30000000001030300) 
356,Jan 29 13:25:04 myth sshd[12448]: Invalid user yokoyama from ,220.195.35.40,
357,Jan 29 13:25:08 myth sshd[12450]: Invalid user yoshinari from ,220.195.35.40,
358,Jan 29 13:25:12 myth sshd[12452]: Invalid user client from ,220.195.35.40,
359,Jan 29 13:25:16 myth sshd[12454]: Invalid user cvs from ,220.195.35.40,
360,Jan 29 13:25:20 myth sshd[12456]: Invalid user graham from ,220.195.35.40,
361,Jan 29 13:25:21 myth kernel: SFW2-INext-ACC-TCP IN=ppp0 OUT= MAC= SRC=,220.195.35.40, DST=216.58.112.55 LEN=60 TOS=0x00 PREC=0x00 TTL=40 ID=28240 DF PROTO=TCP SPT=38494 DPT=22 WINDOW=5840 RES=0x00 SYN URGP=0 OPT (020405780402080A026792DE0000000001030300) 
362,Jan 29 13:25:24 myth sshd[12458]: Invalid user ianh from ,220.195.35.40,
363,Jan 29 13:25:28 myth sshd[12460]: Invalid user jill from ,220.195.35.40,
364,Jan 29 13:25:32 myth sshd[12462]: Invalid user lisa from ,220.195.35.40,
365,Jan 29 13:25:36 myth sshd[12464]: Invalid user phoebe from ,220.195.35.40,
366,Jan 29 13:25:40 myth kernel: SFW2-INext-ACC-TCP IN=ppp0 OUT= MAC= SRC=,220.195.35.40, DST=216.58.112.55 LEN=60 TOS=0x00 PREC=0x00 TTL=40 ID=41728 DF PROTO=TCP SPT=49509 DPT=22 WINDOW=5840 RES=0x00 SYN URGP=0 OPT (020405780402080A02679A540000000001030300) 
367,Jan 29 13:25:43 myth sshd[12466]: Invalid user boxer from ,220.195.35.40,
368,Jan 29 13:25:47 myth sshd[12468]: Invalid user intraweb from ,220.195.35.40,
369,Jan 29 13:25:51 myth sshd[12470]: Invalid user aldo from ,220.195.35.40,
370,Jan 29 13:25:55 myth sshd[12472]: Invalid user aleon from ,220.195.35.40,
371,Jan 29 13:25:59 myth sshd[12474]: Invalid user almacen from ,220.195.35.40,
372,Jan 29 13:26:00 myth kernel: SFW2-INext-ACC-TCP IN=ppp0 OUT= MAC= SRC=,220.195.35.40, DST=216.58.112.55 LEN=60 TOS=0x00 PREC=0x00 TTL=40 ID=10020 DF PROTO=TCP SPT=60928 DPT=22 WINDOW=5840 RES=0x00 SYN URGP=0 OPT (020405780402080A0267A22D0000000001030300) 
373,Jan 29 13:26:05 myth sshd[12476]: Invalid user areyes from ,220.195.35.40,
374,Jan 29 13:26:09 myth sshd[12478]: Invalid user aolivari from ,220.195.35.40,
375,Jan 29 13:26:13 myth sshd[12480]: Invalid user central from ,220.195.35.40,
376,Jan 29 13:26:17 myth sshd[12482]: Invalid user dante from ,220.195.35.40,
377,Jan 29 13:26:22 myth sshd[12484]: Invalid user eladio from ,220.195.35.40,
378,Jan 29 13:26:23 myth kernel: SFW2-INext-ACC-TCP IN=ppp0 OUT= MAC= SRC=,220.195.35.40, DST=216.58.112.55 LEN=60 TOS=0x00 PREC=0x00 TTL=40 ID=60468 DF PROTO=TCP SPT=45803 DPT=22 WINDOW=5840 RES=0x00 SYN URGP=0 OPT (020405780402080A0267AAF40000000001030300) 
379,Jan 29 13:26:26 myth sshd[12486]: Invalid user etambra from ,220.195.35.40,
380,Jan 29 13:26:30 myth sshd[12488]: Invalid user evara from ,220.195.35.40,
381,Jan 29 13:26:33 myth sshd[12490]: Invalid user gruiz from ,220.195.35.40,
382,Jan 29 13:26:37 myth sshd[12492]: Invalid user josed from ,220.195.35.40,
383,Jan 29 13:26:42 myth sshd[12494]: Invalid user kop from ,220.195.35.40,
384,Jan 29 13:26:43 myth kernel: SFW2-INext-ACC-TCP IN=ppp0 OUT= MAC= SRC=,220.195.35.40, DST=216.58.112.55 LEN=60 TOS=0x00 PREC=0x00 TTL=40 ID=16620 DF PROTO=TCP SPT=56225 DPT=22 WINDOW=5840 RES=0x00 SYN URGP=0 OPT (020405780402080A0267B2C50000000001030300) 
385,Jan 29 13:26:46 myth sshd[12496]: Invalid user lady from ,220.195.35.40,
386,Jan 29 13:26:50 myth sshd[12498]: Invalid user mabad from ,220.195.35.40,
387,Jan 29 13:26:54 myth sshd[12500]: Invalid user osilvera from ,220.195.35.40,
388,Jan 29 13:26:58 myth sshd[12502]: Invalid user patriciar from ,220.195.35.40,
389,Jan 29 13:27:02 myth sshd[12504]: Invalid user porteria from ,220.195.35.40,
